No,구분,대분류,중분류,"소분류
(작업 기준)","작업
등급",재해유형,세부 위험요인,"위험
등급",위험성 감소 대책,"위험
등급"
298,SKO,기지국/중계기/선로,실외,고소 작업(3.5m 이상 고소차 활용 불가),C4등급,떨어짐,작업 발판 및 안전고리가 없어 추락 위험,C4,작업발판 및 안전고리 시설 요청 및 주변시설물에 안전고리 체결 후 작업,C1
299,SKO,기지국/중계기/선로,실외,고소 작업(3.5m 이상 고소차 활용 불가),C4등급,떨어짐,안전고리 미 체결에 따른 추락 위험,C3,주변 시설물에 안전고리 체결 후 작업,C1
300,SKO,기지국/중계기/선로,실외,고소 작업(3.5m 이상 고소차 활용 불가),C4등급,부딪힘,시설물에 부딪힘,C2,작업전 TBM 시 위험요인 공유 및 숙지 후 작업,C1
301,SKO,기지국/중계기/선로,실외,고소 작업(3.5m 이상 고소차 활용 불가),C4등급,부딪힘,돌출물에 의해 부딪힘,C2,작업전 TBM 시 위험요인 공유 및 숙지 후 작업,C1
302,SKO,기지국/중계기/선로,실외,고소 작업(3.5m 이상 고소차 활용 불가),C4등급,교통사고,도로변 작업 시 주행차량과 추돌 위험,C2,작업장 주변 안전구역 설치(신호수 배치 또는 에어로봇 설치로 차량 서행 유도),C1
303,SKO,기지국/중계기/선로,실외,고소 작업(3.5m 이상 고소차 활용 불가),C4등급,넘어짐,경사구간 이동시 미끌림으로 인한 넘어질 위험,C2,사전 이동 동선 확보 후 이동,C1
304,SKO,기지국/중계기/선로,실외,고소 작업(3.5m 이상 고소차 활용 불가),C4등급,불균형 및 무리한 동작,무리한 작업으로 인한 근골격게 질환 발생,C2,작업전 충분한 스트레칭 및 TBM 실시,C1
305,SKO,기지국/중계기/선로,실외,고소 작업(3.5m 이상 고소차 활용 불가),C4등급,이상온도/물체접촉,고온에 의한 열사병 위험,C2,SGR 폭염 기준 숙지 후 작업,C1
306,SKO,기지국/중계기/선로,실외,고소 작업(3.5m 이상 고소차 활용 불가),C4등급,이상온도/물체접촉,고온에 의한 열사병 위험,C2,장시간 작업 시 작업장 주변 그늘막 설치 및 SGR 폭염 기준 준수,C1
307,SKO,기지국/중계기/선로,실외,고소 작업(3.5m 이상 고소차 활용 불가),C4등급,해충,장비 설치/점검 시 벌쏘일 위험,C1,해충방지재 활용 후 이동,C1
308,SKO,기지국/중계기/선로,실외,고소 작업(3.5m 이상 고소차 활용 불가),C4등급,해충,"설치/점검, 이동시 뱀에 물릴 위험",C1,수풀 등 이동 시 안전장화 착용 후 이동,C1
309,SKO,기지국/중계기/선로,실외,고소 작업(3.5m 이상 고소차 활용 불가),C4등급,이상온도/물체접촉,추위에 의한 동상 등 위험,C2,"SGR 기준 숙지 및 핫팩, 발열조끼 착용 후 작업",C1
310,SKO,기지국/중계기/선로,실외,고소 작업(3.5m 이상 고소차 활용 불가),C4등급,감전,전선 접촉 또는 누설 전류에 의한 감전,C3,비접촉 검진기로 누설 전류 확인후 작업,C1
311,SKO,기지국/중계기/선로,실외/실내,추락/낙하 위험 ANT 최적화(장비교체 포함),C3등급,떨어짐,장비 건물 외부로 돌출로 인한 작업자 추락 위험,C3,주변 시설물에 안전고리 체결 후 작업,C1
312,SKO,기지국/중계기/선로,실외/실내,추락/낙하 위험 ANT 최적화(장비교체 포함),C3등급,떨어짐,삼각지붕 등 이동 시 추락 위험,C3,수평생명줄에 안전고리 체결 후 이동,C1
313,SKO,기지국/중계기/선로,실외/실내,추락/낙하 위험 ANT 최적화(장비교체 포함),C3등급,넘어짐,경사면 지붕 이동 시 미끄러짐에의한 넘어짐,C2,이동 동선 사전 확인 후 이동,C1
314,SKO,기지국/중계기/선로,실외/실내,추락/낙하 위험 ANT 최적화(장비교체 포함),C3등급,부딪힘,장비점검 시 주변 시설물에 부딪힘,C2,작업 동선 및 작업 전 TBM 시 위험요인 공유 및 숙지 후 작업,C1
315,SKO,기지국/중계기/선로,실외/실내,추락/낙하 위험 ANT 최적화(장비교체 포함),C3등급,넘어짐,주변 재재에 걸려 넘어질 위험,C2,이동 동선 및 작업 동선 확보 후 작업,C1
316,SKO,기지국/중계기/선로,실외/실내,추락/낙하 위험 ANT 최적화(장비교체 포함),C3등급,감전,전선 접촉 또는 누설 전류에 의한 감전,C3,주변 시설물에 안전고리 체결 후 작업,C1
317,SKO,기지국/중계기/선로,실외/실내,추락/낙하 위험 ANT 최적화(장비교체 포함),C3등급,떨어짐,건물 외벽 장비 점검 시 떨어질 위험,C3,고소작업대 등을 활용하여 작업,C1
318,SKO,기지국/중계기/선로,실외/실내,추락/낙하 위험 ANT 최적화(장비교체 포함),C3등급,떨어짐,삼각지붕 이동 시 수평생명줄이 없어 추락 위험,C3,수평생명줄 설치 요청(작업 시 주변 시설물에 임시 생명줄 설치 후 작업),C1
319,SKO,기지국/중계기/선로,실외/실내,추락/낙하 위험 ANT 최적화(장비교체 포함),C3등급,이상온도/물체접촉,고온에 의한 열사병 위험,C2,SGR 폭염 기준 숙지 후 작업,C1
320,SKO,기지국/중계기/선로,실외/실내,추락/낙하 위험 ANT 최적화(장비교체 포함),C3등급,해충,장비 설치/점검 시 벌쏘일 위험,C1,해충방지재 활용 후 이동,C1
321,SKO,기지국/중계기/선로,실외/실내,추락/낙하 위험 ANT 최적화(장비교체 포함),C3등급,해충,"설치/점검, 이동시 뱀에 물릴 위험",C1,수풀 등 이동 시 안전장화 착용 후 이동,C1
322,SKO,기지국/중계기/선로,실외/실내,추락/낙하 위험 ANT 최적화(장비교체 포함),C3등급,이상온도/물체접촉,고온에 의한 열사병 위험,C2,장시간 작업 시 작업장 주변 그늘막 설치 및 SGR 폭염 기준 준수,C1
323,SKO,기지국/중계기/선로,실외/실내,추락/낙하 위험 ANT 최적화(장비교체 포함),C3등급,이상온도/물체접촉,추위에 의한 동상 등 위험,C2,"SGR 기준 숙지 및 핫팩, 발열조끼 착용 후 작업",C1
324,SKO,기지국/중계기/선로,실외/실내,고소차 활용 작업(3.5m 이상),C3등급,교통사고,안전시설물 미설치로 인한 충돌 위험,C3,작업장 주변 안전구역 설치(신호수 배치 또는 에어로봇 설치로 차량 서행 유도),C1
325,SKO,기지국/중계기/선로,실외/실내,고소차 활용 작업(3.5m 이상),C3등급,부딪힘,경사구간 작업시 차량미끌림으로 인한 충돌 위험,C3,차량 주차후 사이드 브레이크 작동 및 고임목 설치,C1
326,SKO,기지국/중계기/선로,실외/실내,고소차 활용 작업(3.5m 이상),C3등급,교통사고,주행 차량에 의한 차량 충돌 및 이로 인한 작업차 추락,C3,작업전 안전 시설물 설치 및 붕괴우려가 없는 단단한 시설물(조가선 등)에 안전고리 체결,C1
327,SKO,기지국/중계기/선로,실외/실내,고소차 활용 작업(3.5m 이상),C3등급,떨어짐,개인보호구 미착용/불량 및 안전고리 미체결로 인한 추락,C3,개인보호구 이상 유무 점검 및 보조 안전고리 체결,C1
328,SKO,기지국/중계기/선로,실외/실내,고소차 활용 작업(3.5m 이상),C3등급,감전,전선 접촉 또는 누설 전류에 의한 감전,C3,작업전 조가선등 검전계로 누설 전류 확인 및 활선경보기 착용,C1
329,SKO,기지국/중계기/선로,실외/실내,고소차 활용 작업(3.5m 이상),C3등급,감전,3m 이내 고압이상 근처 작업으로 인한 감전 위험,C3,감전 예방 방호망 설치 후 작업,C1
330,SKO,기지국/중계기/선로,실외/실내,고소차 활용 작업(3.5m 이상),C3등급,이상온도/물체접촉,장시간 작업에 따른 하절기 열사병 및 동절기 동상 발생,C3,"근로자 건강장애 예방을 위한 발열조끼, 넥워머, 핫팩 등 개인지급품 사용",C1
331,SKO,기지국/중계기/선로,실외/실내,고소차 활용 작업(3.5m 이상),C3등급,교통사고,점검시 주행 차량에 의한 작업자 충돌 위험,C3,안전구역 설정 및 신호수 배치 후 작업통제 철저,C1
332,SKO,기지국/중계기/선로,실외/실내,고소차 활용 작업(3.5m 이상),C3등급,넘어짐,점검시 넘어짐에 따른 부상,C3,"안전화착용(미끄럼방지등), 겨울철 결빙시는 친환경 제설제 살포 후 안전작업",C1
333,SKO,기지국/중계기/선로,실외/실내,고소차 활용 작업(3.5m 이상),C3등급,이상온도/물체접촉,고온에 의한 열사병 위험,C2,SGR 폭염 기준 숙지 후 작업,C1
334,SKO,기지국/중계기/선로,실외/실내,고소차 활용 작업(3.5m 이상),C3등급,해충,장비 설치/점검 시 벌쏘일 위험,C1,해충방지재 활용 후 이동,C1
335,SKO,기지국/중계기/선로,실외/실내,고소차 활용 작업(3.5m 이상),C3등급,떨어짐,"사다리,고소작업차  승주 시 추락 위험",C2,"전체식 안전대 착용 철저, 사다리 아웃트리거 설치 및 확장 후 작업",C1
336,SKO,기지국/중계기/선로,실외,S등급 외 밀폐공간 작업(맨홀/공동구 등),C3등급,부딪힘,도로변 고소차 주정차 시 충돌 위험,C3,작업차량 전방에 공사안내표지판 및 라바콘 설치,C1
337,SKO,기지국/중계기/선로,실외,S등급 외 밀폐공간 작업(맨홀/공동구 등),C3등급,부딪힘,도로변 고소차 주정차 시 충돌 위험,C3,신호수 배치 또는 에어로봇 설치로 차량 서행 유도,C1
338,SKO,기지국/중계기/선로,실외,S등급 외 밀폐공간 작업(맨홀/공동구 등),C3등급,교통사고,맨홀작업전 작업장 주변 교통사고 발생,C3,신호수 배치 및 전방(도로 상황별 안전거리 확보) 안전 시설물등 설치로 교통사고 방호조치,C1
339,SKO,기지국/중계기/선로,실외,S등급 외 밀폐공간 작업(맨홀/공동구 등),C3등급,끼임,맨홀 덮개 개/폐시 덮개에 의한 협착위험,C3,맨홀 덮개 개폐시 전용 공구 이용하여 2인 1조 작업,C1
340,SKO,기지국/중계기/선로,실외,S등급 외 밀폐공간 작업(맨홀/공동구 등),C3등급,끼임,맨홀 덮개 개/폐시 덮개에 의한 협착위험,C3,고임장치 없이 손이나 발이 덮개하부에 놓이지 않도록 관리 철저,C1
341,SKO,기지국/중계기/선로,실외,S등급 외 밀폐공간 작업(맨홀/공동구 등),C3등급,떨어짐,맨홀 덮개 개방 시 작업자 및 보행자 떨어짐,C3,"출입금지 표지판 설치 및 라바콘,콘 걸이대 이용 출입 금지구역 설정 후 작업",C1
342,SKO,기지국/중계기/선로,실외,S등급 외 밀폐공간 작업(맨홀/공동구 등),C3등급,불균형 및 무리한 동작,무리한 작업으로 인한 근골격게 질환 발생,C3,작업전 충분한 스트레칭 및 TBM 실시,C1
343,SKO,기지국/중계기/선로,실외,S등급 외 밀폐공간 작업(맨홀/공동구 등),C3등급,교통사고,배수시 처리 불량(동절기 결빙)으로 인한 교통 사고 발생,C3,양수기 호수 연장 우수관에 직접 배출,C1
344,SKO,기지국/중계기/선로,실외,S등급 외 밀폐공간 작업(맨홀/공동구 등),C3등급,산소결핍,밀폐공간 작업 시 질식 위험,C3,"유해가스 농도 기준 준수 후 작업 진행
 - 산소(O2) :18% 이상, 23.5% 미만, 황화수소(H2S) : 10ppm 이하
 - 일산화탄소(CO) : 30ppm 미만, 가연성가스(메탄 등) :10% 미만
 - 이산화탄소(CO2) :1.5% 미만",C1
345,SKO,기지국/중계기/선로,실외,S등급 외 밀폐공간 작업(맨홀/공동구 등),C3등급,산소결핍,밀폐공간 작업 시 질식 위험,C3,밀폐공간 내부 작업자는 반드시 가스농도 주기적 측정 후 양호 시 작업 실시,C1
346,SKO,기지국/중계기/선로,실외,S등급 외 밀폐공간 작업(맨홀/공동구 등),C3등급,산소결핍,밀폐공간 작업 시 질식 위험,C3,비상시 대비하여 휴대용 산소공급기 지급하여 비치 ,C1
347,SKO,기지국/중계기/선로,실외,S등급 외 밀폐공간 작업(맨홀/공동구 등),C3등급,산소결핍,밀폐공간 작업 시 질식 위험,C3,휴대용 환기장치(배풍기)사용하여 맨홀 작업 전 환기 실시,C1
348,SKO,기지국/중계기/선로,실외,S등급 외 밀폐공간 작업(맨홀/공동구 등),C3등급,감전,공동구 케이블트레이 누설 전류에 의한 감전 사고 발생,C3,"검전기 활용 누설전류 측정 후 작업, 활선 경보기 착용",C1
349,SKO,기지국/중계기/선로,실외,S등급 외 밀폐공간 작업(맨홀/공동구 등),C3등급,부딪힘,어두운 공동구 작업 중 돌출물에 의한 충돌 위험,C2,작업 중 조도 확보 및 돌출물 사전 확인,C1
350,SKO,기지국/중계기/선로,실외,S등급 외 밀폐공간 작업(맨홀/공동구 등),C3등급,떨어짐,공동구 작업 중 돌출물에 의한 충돌 위험,C3,비상 사태 대비 조명 지급 및 무전기 지급 신호 연락 철저,C1
351,SKO,기지국/중계기/선로,실외,외부 토치 작업(광케이블),C3등급,화재,토치 작업 시 화재 위험,C3,작업 전 소화기 비치 및 사용법 숙지 후 작업,C1
352,SKO,기지국/중계기/선로,실외,외부 토치 작업(광케이블),C3등급,화재,토치 작업 시 주변 수목에 의한 화재 위험,C3,수목 제거 및 소화기 비치 후 작업,C1
353,SKO,기지국/중계기/선로,실외,외부 토치 작업(광케이블),C3등급,이상온도/물체접촉,고온에 의한 열사병 위험,C2,SGR 폭염 기준 숙지 후 작업,C1
354,SKO,기지국/중계기/선로,실외,외부 토치 작업(광케이블),C3등급,이상온도/물체접촉,고온에 의한 열사병 위험,C2,장시간 작업 시 작업장 주변 그늘막 설치 및 SGR 폭염 기준 준수,C1
355,SKO,기지국/중계기/선로,실외,외부 토치 작업(광케이블),C3등급,이상온도/물체접촉,추위에 의한 동상 등 위험,C2,"SGR 기준 숙지 및 핫팩, 발열조끼 착용 후 작업",C1
356,SKO,기지국/중계기/선로,실외,외부 토치 작업(광케이블),C3등급,불균형 및 무리한 동작,무리한 작업으로 인한 근골격게 질환 발생,C2,작업전 충분한 스트레칭 및 TBM 실시,C1
357,SKO,기지국/중계기/선로,실외,외부 토치 작업(광케이블),C3등급,교통사고,안전시설물 미설치로 인한 충돌 위험,C3,작업장 주변 안전구역 설치(신호수 배치 또는 에어로봇 설치로 차량 서행 유도),C1
358,SKO,중계기/기지국/통합국/교환사옥,실외/실내,"활선 저압 전원 작업(1,000V이하)",C3등급,감전,활선 작업으로 인한 감전 위험,C3,"절연장갑, 절연소매 등 안전보호구 착용 후 작업에 임하기, 정전작업 후 실시",C1
359,SKO,중계기/기지국/통합국/교환사옥,실외/실내,"활선 저압 전원 작업(1,000V이하)",C3등급,감전,차단기교체시 전원인가된 전원선으로 인한 감전상황 발생,C2,"절연보호구(절연장갑, 절연소매 등) 착용, 작업 전 정전 확인, 개인안전보호구 착용",C1
